Human gene name,Gene name
SNORD81,Gm25789
SNORD81,Gm25789
DNAAF6,Dnaaf6
,
PRKCZ,Prkcz
XK,Xk
RPL23A,Rpl23a
CSDE1,Csde1
ZNF296,Zfp296
TRAK2,Trak2
IRAG1,Irag1
SLC51A,Slc51a
SNORD42A,Snord42a
SNORD4A,Snord4a
SNORD42B,Snord42b
CHMP6,Chmp6
H2AL3,H2al1m
H2AL1Q,H2al1m
SPIN4,Spin4
METTL7B,Mettl7b
H2AL3,H2al1k
H2AL1Q,H2al1k
ZDHHC19,Zdhhc19
TMSB4X,Tmsb4x
KATNA1,Katna1
MMRN2,Mmrn2
WTAP,Wtap
SIPA1L2,Sipa1l2
SENP8,Senp8
TMEM236,Tmem236
TLR8,Tlr8
LRCH3,Lrch3
MRC1,Mrc1
CYBB,Cybb
NCOR1,Ncor1
SUGCT,Sugct
HAUS4,Haus4
,Haus4
SLC25A36,Slc25a36
SRGAP2C,Srgap2
SRGAP2B,Srgap2
OR2AP1,Olfr765
H1-0,H1f0
OR2AP1,Olfr767
GCAT,Gcat
MYRFL,Myrfl
RNU6-3P,Gm24873
MPLKIP,Mplkip
HMGCR,Hmgcr
AJUBA,Ajuba
HAUS6,Haus6
SLC39A12,Slc39a12
DALRD3,Dalrd3
NDUFV1,Ndufv1
RNU6-832P,Rnu6-ps1
C14orf93,4931414P19Rik
H2AL3,H2al1o
H2AL1Q,H2al1o
TTC32,Ttc32
TLR7,Tlr7
ESPL1,Espl1
EIF3K,Eif3k
OSR1,Osr1
BMPR1A,Bmpr1a
PRPS2,Prps2
RNU6-500P,Gm22845
GINM1,Ginm1
NT5C1B-RDH14,Nt5c1b
NT5C1B,Nt5c1b
DYNLT3,Dynlt3
FUS,Fus
GABRD,Gabrd
ITGA6,Itga6
WDR6,Wdr6
H2AP,H2ap
SYTL5,Sytl5
PSMB5,Psmb5
ANKRD31,Ankrd31
MAP10,Map10
GSTP1,Gstp1
,Rab3ip
RAB3IP,Rab3ip
SOD2,Sod2
ERLIN2,Erlin2
TRIM42,Trim42
GCNT4,Gcnt4
PSMB11,Psmb11
ICAM1,Icam1
CDH24,Cdh24
CDK13,Cdk13
NIPAL3,Nipal3
GPR31,Gpr31b
RAB11FIP3,Rab11fip3
LDB3,Ldb3
KHDRBS2,Khdrbs2
GSTP1,Gstp2
GCAT,Gcat
PPIL4,Ppil4
FRMPD4,Frmpd4
ICAM4,Icam4
GALR3,Galr3
FAM72B,Fam72a
FAM72D,Fam72a
FAM72C,Fam72a
FAM72A,Fam72a
ANKRD54,Ankrd54
P4HTM,P4htm
AVPR1B,Avpr1b
,Snord3b-ps1
,Snord3b-ps1
CABP2,Cabp2
KCNK2,Kcnk2
RALA,Rala
ZC3H12D,Zc3h12d
EFNB2,Efnb2
LILRB1,Pira13
LILRA2,Pira13
LILRA6,Pira13
LILRA4,Pira13
LILRA1,Pira13
LILRA5,Pira13
LILRB3,Pira13
LILRB2,Pira13
LILRB5,Pira13
PFDN5,Pfdn5
STPG1,Stpg1
ZNF148,Zfp148
BEST3,Best3
CLSTN2,Clstn2
YAE1,Yae1d1
OR6C6,Olfr779
RDH14,Rdh14
,Gm24726
,Gm24726
,Gm24726
LRRC10,Lrrc10
C4orf17,4930579F01Rik
OR6C68,Olfr780
CDK2AP2,Cdk2ap2
PLIN2,Plin2
OR6C6,Olfr782
PYCARD,Pycard
POU6F2,Pou6f2
KCNS3,Kcns3
ARGLU1,Arglu1
OR6C1,Olfr786
TAB2,Tab2
LILRB1,Pira2
LILRA2,Pira2
LILRA6,Pira2
LILRA4,Pira2
LILRA1,Pira2
LILRA5,Pira2
LILRB3,Pira2
LILRB2,Pira2
LILRB5,Pira2
SRPX,Srpx
PITPNM1,Pitpnm1
NTPCR,Ntpcr
MSGN1,Msgn1
EIF3L,Eif3l
SLC12A8,Slc12a8
GEN1,Gen1
ADH7,Adh7
TCP10L,Tcp10b
TCP10L2,Tcp10b
ICAM5,Icam5
VPS41,Vps41
OR6C3,Olfr788
UST,Ust
NASP,Nasp
RNU6-780P,Gm25792
CTR9,Ctr9
RNU6-181P,Gm23453
RNU6-880P,Gm23453
RNU6-715P,Gm23453
DARS2,Dars2
Metazoa_SRP,Gm25072
MYG1,Myg1
RNU6-851P,Gm24374
OR6C75,Olfr790
RNF13,Rnf13
OR6C2,Olfr791
NALF1,Nalf1
ZGLP1,Zglp1
OR10P1,Olfr796
FDX2,Gm49373
,Gm49373
SASH1,Sash1
RAVER1,Gm38431
LIG4,Lig4
MSL3,Msl3
ABHD13,Abhd13
NMNAT3,Nmnat3
TNFSF13B,Tnfsf13b
MICALL1,Micall1
AIP,Aip
AMPH,Amph
UNC93A,Unc93a
PCNX2,Pcnx2
RBP1,Rbp1
FDX2,Fdx2
,Fdx2
TMEM134,Tmem134
PDK1,Pdk1
OR6C1,Olfr802
SMC6,Smc6
PRIM2,Prim2
CABP4,Cabp4
OR6C6,Olfr804
SAMD5,Samd5
TRIM72,Trim72
CENATAC,Ccdc84
GRHL3,Grhl3
GPR152,Gpr152
HEG1,Heg1
CORO1B,Coro1b
AAAS,Aaas
LILRB1,Pira12
LILRA2,Pira12
LILRA6,Pira12
LILRA4,Pira12
LILRA1,Pira12
LILRA5,Pira12
LILRB3,Pira12
LILRB2,Pira12
LILRB5,Pira12
ARHGAP6,Arhgap6
OR6C65,Olfr808
LILRB1,Lilra6
LILRA2,Lilra6
LILRA6,Lilra6
LILRA4,Lilra6
LILRA1,Lilra6
LILRA5,Lilra6
LILRB3,Lilra6
LILRB2,Lilra6
LILRB5,Lilra6
RNU6-1250P,U6
RNU6-1073P,U6
OR6C76,Olfr809
CTSE,Ctse
AKR1A1,Akr1a1
TCP10L,Tcp10c
TCP10L2,Tcp10c
OR6C76,Olfr813
OR6C70,Olfr814
AGTPBP1,Agtpbp1
OR6C70,Olfr815
PPIP5K1,Ppip5k1
MAP3K21,Map3k21
PTPRCAP,Ptprcap
CENPF,Cenpf
OR6C74,Olfr821
RPS6KB2,Rps6kb2
IFNLR1,Ifnlr1
POLG,Polg
PLPBP,Plpbp
IL22RA1,Il22ra1
OR9K2,Olfr825
ADH1A,Adh1
ADH1B,Adh1
ADH1C,Adh1
MUC13,Muc13
OR9K2,Olfr826
RNU6-220P,Gm24867
RNU6-386P,Gm24867
RNU6-395P,Gm24867
STXBP5,Stxbp5
CFAP74,Cfap74
OPN4,Opn4
PFN2,Pfn2
STRADB,Stradb
BIRC6,Birc6
ITGB5,Itgb5
RNU6-159P,U6
C22orf23,1700088E04Rik
LRRCC1,Lrrcc1
VSNL1,Vsnl1
RAD51AP2,Rad51ap2
WAPL,Wapl
CYRIA,Cyria
MYOM3,Myom3
AMELX,Amelx
RBP2,Rbp2
KCNK1,Kcnk1
ARIH2,Arih2
SLC35F3,Slc35f3
DENND4C,Dennd4c
SP7,Sp7
CARNS1,Carns1
POLR2F,Polr2f
RAB7B,Rab7b
MYCN,Mycn
COA6,Coa6
UMPS,Umps
DDX1,Ddx1
TBC1D10C,Tbc1d10c
NEUROD4,Neurod4
ZNF878,Zfp709
ZNF700,Zfp709
SP1,Sp1
RNU1-67P,Gm25682
RNU1-47P,Gm25682
PIGL,Pigl
KALRN,Kalrn
HCCS,Hccs
TARBP1,Tarbp1
GRID1,Grid1
TESPA1,Tespa1
RAB23,Rab23
RAB34,Rab34
SOX10,Sox10
MIR346,Mir346
ZNF878,Zfp882
ZNF700,Zfp882
RAVER1,Raver1
AMHR2,Amhr2
ACIN1,Acin1
IRF2BP2,Irf2bp2
ADGRA2,Adgra2
PRDX1,Prdx1
ARHGEF9,Arhgef9
BAG2,Bag2
RNU5E-5P,Gm23793
ADGB,Adgb
NBAS,Nbas
CENPL,Cenpl
CHEK2,Chek2
SLC25A20,Slc25a20
MIR9-3,Mir9-3
PICK1,Pick1
MAP4K1,Map4k1
FOXR1,Foxr1
PPP1CA,Ppp1ca
TMEM52,Tmem52
PROCA1,Proca1
ZNF664,Zfp664
INF2,Inf2
UPK2,Upk2
MAPK9,Mapk9
ZNF878,Zfp617
ZNF700,Zfp617
MMACHC,Mmachc
COPB2,Copb2
TOMM20,Tomm20
C2CD6,C2cd6
RPS6,Rps6
RFLNA,Rflna
RAD9A,Rad9a
TTC28,Ttc28
,Gm26397
SNORA14B,Gm26397
BRF2,Brf2
ACER2,Acer2
PICK1,Gm49486
SLC16A8,Slc16a8
RNU6-957P,Gm26166
RNU6-579P,Gm22540
KIFC3,Kifc3
BAIAP2L2,Baiap2l2
MRPS22,Mrps22
VN1R5,Vmn1r29
GRM1,Grm1
PTPN14,Ptpn14
CDKN1B,Cdkn1b
ADSS1,Adssl1
,
PISRT1,
NRAS,Nras
CLCF1,Clcf1
PRR23B,Prr23a1
PRR23A,Prr23a1
PRR23C,Prr23a1
PRR23B,Prr23a2
PRR23A,Prr23a2
PRR23C,Prr23a2
PRR23B,Prr23a3
PRR23A,Prr23a3
PRR23C,Prr23a3
,Gm45928
POLD4,Gm45928
PRR23B,7420426K07Rik
PRR23A,7420426K07Rik
PRR23C,7420426K07Rik
VN1R5,Vmn1r30
,Pold4
POLD4,Pold4
PRKAR2A,Prkar2a
PDS5B,Pds5b
PLA2G6,Pla2g6
SSH3,Ssh3
CACNB2,Cacnb2
RNF133,Rnf133
APOLD1,Apold1
RNF148,Rnf148
TAS2R16,Tas2r118
VN1R5,Vmn1r31
SIVA1,Siva1
SLC13A1,Slc13a1
SRSF10,Srsf10
CDH23,Cdh23
ADH6,Adh6b
SLC26A9,Slc26a9
AKT1,Akt1
TSC22D2,Tsc22d2
DLG2,Dlg2
FOXL2,Foxl2
SERP1,Serp1
BCL9L,Bcl9l
E2F5,E2f5
IQUB,Iqub
NDUFA5,Ndufa5
ADH4,Adh4
ZNF451,Zfp451
DYSF,Dysf
ZBTB42,Zbtb42
CEP170B,Cep170b
MYO9A,Myo9a
AMPD1,Ampd1
ANKRD13D,Ankrd13d
SLC24A2,Slc24a2
CENPV,Cenpv
RBIS,Rbis
KLHL20,Klhl20
GRK2,Grk2
UBB,Ubb
ADH5,Adh5
NBR1,Nbr1
CKMT1A,Ckmt1
CKMT1B,Ckmt1
PNRC2,Pnrc2
CA13,Car13
SMYD2,Smyd2
CNR2,Cnr2
EIF2A,Eif2a
CYP4F3,Cyp4f18
STRC,Strc
FUCA1,Fuca1
NAA35,Naa35
PM20D1,Pm20d1
RBM34,Rbm34
PLD4,Pld4
TESK2,Tesk2
KDM2A,Kdm2a
CATSPER2,Catsper2
,Gm26013
,Gm26013
,Gm26013
PITPNB,Pitpnb
RNU2-35P,Gm25052
RAB11FIP1,Rab11fip1
,Ankrd45
ANKRD45,Ankrd45
METAP1,Metap1
C14orf180,A530016L24Rik
MLLT3,Mllt3
ROPN1B,Ropn1
ROPN1,Ropn1
AFDN,Afdn
TMEM179,Tmem179
TEX50,Tex50
KL,Kl
SLC41A1,Slc41a1
CCDC14,Ccdc14
RTEL1-TNFRSF6B,Rtel1
RTEL1,Rtel1
AHNAK2,Ahnak2
CLBA1,Clba1
CXCR5,Cxcr5
MN1,Mn1
CDCA4,Cdca4
INPP5D,Inpp5d
FAIM,Faim
SELENOT,Selenot
C14orf119,1700123O20Rik
MAFF,Maff
MYO16,Myo16
JAG2,Jag2
RPGR,Rpgr
HMGCL,Hmgcl
LMLN2,Gm29776
RHCG,Rhcg
CA1,Car1
TMEM184B,Tmem184b
CEBPE,Cebpe
MYLK,Mylk
SLC7A8,Slc7a8
CXADR,Gm1123
GALE,Gale
ERICH6,Erich6
RNF212B,Rnf212b
GOLM1,Golm1
NR2E3,Nr2e3
RNU1-112P,Gm23928
NUDT14,Nudt14
CA3,Car3
CLASRP,Clasrp
STARD13,Stard13
HOMEZ,Homez
CSNK1E,Csnk1e
TPTEP2-CSNK1E,Csnk1e
PPP1R3E,Ppp1r3e
SIAH2,Siah2
BRF1,Brf1
CCSER2,Ccser2
DENND2C,Dennd2c
TOE1,Toe1
DDX6,Ddx6
,
FRMD8,Frmd8
BTBD6,Btbd6
HGF,Hgf
PACS2,Pacs2
SPATA31D4,1700014D04Rik
SPATA31D1,1700014D04Rik
SPATA31D3,1700014D04Rik
SLC25A45,Slc25a45
ISCA1,Isca1
KCNJ4,Kcnj4
KDELR3,Kdelr3
LYPLA2,Lypla2
TYK2,Tyk2
HACD2,Hacd2
TUT7,Tut7
DDX17,Ddx17
ADCY5,Adcy5
GOT1L1,Got1l1
CA2,Car2
TIGD3,Tigd3
DPF2,Dpf2
MINDY4B,Mindy4b-ps
ADRB3,Adrb3
,Adrb3
GNB1,Gnb1
TEX22,Tex22
SEC22A,Sec22a
SUPT6H,Supt6
CLRN1,Clrn1
MTA1,Mta1
TPM4,Tpm4
BCL2L2,Bcl2l2
PDIA5,Pdia5
BCAS2,Bcas2
BCL2L2-PABPN1,Gm20521
IRS2,Irs2
SEMA5B,Sema5b
RGR,Rgr
EIF4EBP1,Eif4ebp1
DACT2,Dact2
RNU6-338P,Gm22491
EIF4E,Eif4e
GAS1,Gas1
CDC42EP2,Cdc42ep2
POLA2,Pola2
,Pola2
EIF4G2,Eif4g2
RNU4-63P,Gm25104
LRIT1,Lrit1
RAB8A,Rab8a
LRIT2,Lrit2
DAPK1,Dapk1
SDF2,Sdf2
CDHR1,Cdhr1
,
SMOC2,Smoc2
TRPV2,Trpv2
HSH2D,Hsh2d
TBC1D14,Tbc1d14
C10orf99,2610528A11Rik
DMC1,Dmc1
CIB3,Cib3
PIK3CB,Pik3cb
GHITM,Ghitm
FAM32A,Fam32a
CNGB1,Cngb1
SLC49A4,Slc49a4
SNORD49B,Snord49b
SNORD49A,Snord49a
SNORD65,Snord65
RASGEF1C,Rasgef1c
HSPBAP1,Hspbap1
PABPN1,Pabpn1
TTC27,Ttc27
FAIM,Faiml
PARP14,Parp14
CDC37,Cdc37
TSPAN5,Tspan5
PCBP2,Pcbp2
TREH,Treh
CRIP2,Crip2
DTX3L,Dtx3l
BAIAP2,Baiap2
AMER1,Amer1
PITHD1,Pithd1
,Crip1
CRIP1,Crip1
OTC,Otc
PARP9,Parp9
CHRNB3,Chrnb3
ASB12,Asb12
TEDC1,Tedc1
SNORD97,Gm23262
THSD4,Thsd4
NRG3,Nrg3
,Mutyh
MUTYH,Mutyh
TSPAN7,Tspan7
,Tspan7
CAPN1,Capn1
PRMT1,Prmt1
TRIM33,Trim33
TMEM121,Tmem121
THBS2,Thbs2
PLEKHG3,Plekhg3
MID1IP1,Mid1ip1
RNU1-119P,U1
RNU1-88P,U1
RNU1-78P,U1
KPNA1,Kpna1
RN7SKP260,7SK
RNU6-792P,Gm24388
AP1M1,Ap1m1
SH2D4B,Sh2d4b
ZC4H2,Zc4h2
TSPAN14,Tspan14
SYVN1,Syvn1
CEP70,Cep70
NEURL1B,Neurl1b
SLC22A17,Slc22a17
HPDL,Hpdl
KLF2,Klf2
CHRNA6,Chrna6
ELOA,Eloa
H2AL3,H2al1a
H2AL1Q,H2al1a
OR12D3,Olfr109
H2AL3,H2al1b
H2AL1Q,H2al1b
LRRC75A,Lrrc75a
H2AL3,H2al1c
H2AL1Q,H2al1c
H2AL3,H2al1d
H2AL1Q,H2al1d
H2AL3,H2al1e
H2AL1Q,H2al1e
H2AL3,H2al1f
H2AL1Q,H2al1f
H2AL3,H2al1g
H2AL1Q,H2al1g
H2AL3,H2al1h
H2AL1Q,H2al1h
H2AL3,H2al1i
H2AL1Q,H2al1i
H2AL3,H2al1j
H2AL1Q,H2al1j
RNU6-813P,Gm26314
ZC3H12B,Zc3h12b
WDR5B,Wdr5b
FAM162A,Fam162a
SPTB,Sptb
FOCAD,Focad
RNU6-1183P,Gm26485
MIX23,Ccdc58
DUSP1,Dusp1
RNF130,Rnf130
MID1,Mid1
BEND6,Bend6
MIR124-2,Mir124a-2
OR5V1,Olfr110
BHLHE22,Bhlhe22
CSTA,Csta1
OR5V1,Olfr111
CYP7B1,Cyp7b1
CSTA,Stfa2l1
MIR340,Mir340
EFS,Efs
TEPP,Tepp
TMEM106A,Tmem106a
CSTA,Cstdc4
RNVU1-6,Gm23686
CSTA,Csta3
WDR27,Wdr27
CSTA,Csta2
IL25,Il25
CSTA,Stfa1
ARHGEF2,Arhgef2
CMTM5,Cmtm5
PROX1,Prox1
CSTA,Cstdc6
RNU4-6P,U4
VSIR,Vsir
CSTA,Cstdc5
PDE4A,Pde4a
CSTA,Stfa2
PRXL2A,Prxl2a
CRYBA4,Cryba4
CSTA,Stfa3
CASR,Casr
CCDC200,Gm11634
RN7SL454P,Gm23153
RN7SL34P,Gm23153
RN7SL116P,Gm23153
RN7SL541P,Gm23153
Metazoa_SRP,Gm23153
RN7SL806P,Gm23153
RN7SL452P,Gm23153
RN7SL396P,Gm23153
RN7SL44P,Gm23153
RAB29,Rab29
RNU2-2P,Gm26316
KIAA0100,2610507B11Rik
ZNF319,Zfp319
C6orf120,1600012H06Rik
MRPL49,Mrpl49
NUCKS1,Nucks1
COL4A1,Col4a1
CD86,Cd86
KIAA0232,D5Ertd579e
C10orf105,Gm17455
SLC29A3,Slc29a3
FAU,Fau
PRDX6,Prdx6
,Gm25651
PHF10,Phf10
SHPRH,Shprh
LAIR1,Lair1
LAS1L,Las1l
MIR491,Mir491
BLOC1S4,Bloc1s4
ZSWIM5,Zswim5
DYDC2,Dydc2
ILDR1,Ildr1
,Mrfap1
MRFAP1,Mrfap1
MRFAP1L1,Mrfap1
DYDC1,Dydc1
SEMA3C,Sema3c
ZNHIT2,Znhit2
TM7SF2,Tm7sf2
CHURC1,Churc1
RNU6-777P,U6
RNU6-682P,U6
RPL11,Rpl11
DYNLT2,Dynlt2a3
ZNF287,Zfp287
TMEM237,Tmem237
MAT1A,Mat1a
FNTB,Fntb
CHURC1-FNTB,Fntb
OR14J1,Olfr125
RDM1,Rdm1
ERMARD,9030025P20Rik
SFTPA2,Sftpa1
SFTPA1,Sftpa1
RNU6-43P,U6
RNU6-1216P,U6
RNU6-893P,U6
RNU6-189P,U6
RNU6-242P,U6
RNU6-1274P,U6
NADK,Nadk
CRYBB1,Crybb1
ESYT3,Esyt3
SLC15A2,Slc15a2
MYH6,Myh6
GPX2,Gpx2
ERGIC1,Ergic1
RAB15,Rab15
U2,Gm23849
U2,Gm23849
U2,Gm23849
RNU2-1,Gm23849
U2,Gm23849
U2,Gm23849
RNU2-4P,Gm23849
U2,Gm23849
U2,Gm23849
U2,Gm23849
U2,Gm23849
U2,Gm23849
U2,Gm23849
U2,Gm24950
U2,Gm24950
U2,Gm24950
RNU2-1,Gm24950
U2,Gm24950
U2,Gm24950
RNU2-4P,Gm24950
U2,Gm24950
U2,Gm24950
U2,Gm24950
U2,Gm24950
U2,Gm24950
U2,Gm24950
U2,Gm23971
U2,Gm23971
U2,Gm23971
RNU2-1,Gm23971
U2,Gm23971
U2,Gm23971
RNU2-4P,Gm23971
U2,Gm23971
U2,Gm23971
U2,Gm23971
U2,Gm23971
U2,Gm23971
U2,Gm23971
U2,Rnu2-10
U2,Rnu2-10
U2,Rnu2-10
RNU2-1,Rnu2-10
U2,Rnu2-10
U2,Rnu2-10
RNU2-4P,Rnu2-10
U2,Rnu2-10
U2,Rnu2-10
U2,Rnu2-10
U2,Rnu2-10
U2,Rnu2-10
U2,Rnu2-10
ARL4D,Arl4d
MSN,Msn
VPS51,Vps51
RSKR,Rskr
RFC3,Rfc3
TMEM262,Tmem262
USB1,Usb1
ZFPL1,Zfpl1
ZNF286A-TBC1D26,Zfp286
ZNF286A,Zfp286
KEAP1,Keap1
BCL2L12,Bcl2l12
ID3,Id3
MAX,Max
MAN2B2,Man2b2
MMP15,Mmp15
E2F2,E2f2
SLC45A3,Slc45a3
,Gm24151
,Gm24151
,Gm24151
,Gm24151
TBC1D9B,Tbc1d9b
FBXO30,Fbxo30
MADD,Madd
GALNT18,Galnt18
COQ6,Coq6
EPS15L1,Eps15l1
TNFSF4,Tnfsf4
HACD4,Hacd4
UNC5B,Unc5b
MRAS,Mras
CDCA5,Cdca5
ELK4,Elk4
DYNLT2,Dynlt2a2
MIR223,Mir223
VSIG4,Vsig4
CCDC90B,Ccdc90b
RPS6KC1,Rps6kc1
TPST2,Tpst2
MIR208A,Mir208a
NAALADL1,Naaladl1
S1PR5,S1pr5
ERMARD,Gm3435
NME9,Nme9
ATG4D,Atg4d
SFTPD,Sftpd
IFNB1,Ifnb1
IFNA10,Ifna15
IFNA4,Ifna15
IFNA13,Ifna15
IFNA21,Ifna15
IFNA7,Ifna15
IFNA14,Ifna15
IFNA17,Ifna15
IFNA6,Ifna15
IFNA1,Ifna15
IFNA2,Ifna15
IFNA8,Ifna15
IFNA5,Ifna15
IFNA16,Ifna15
UROD,Urod
ATP6V0E1,Atp6v0e
SAC3D1,Sac3d1
SNX15,Snx15
LRRC49,Lrrc49
PPP2R2C,Ppp2r2c
DYNLT2,Dynlt2a1
EAF2,Eaf2
TNFSF18,Tnfsf18
TICRR,Ticrr
,Spag5
SPAG5,Spag5
EPM2A,Epm2a
TFIP11,Tfip11
FASLG,Fasl
ARL2-SNX15,Arl2
ARL2,Arl2
BCOR,Bcor
RNU6-291P,Gm25448
FBP2,Fbp2
IFNA10,Ifna14
IFNA4,Ifna14
IFNA13,Ifna14
IFNA21,Ifna14
IFNA7,Ifna14
IFNA14,Ifna14
IFNA17,Ifna14
IFNA6,Ifna14
IFNA1,Ifna14
IFNA2,Ifna14
IFNA8,Ifna14
IFNA5,Ifna14
IFNA16,Ifna14
ASB15,Asb15
IFNA10,Ifna9
IFNA4,Ifna9
IFNA13,Ifna9
IFNA21,Ifna9
IFNA7,Ifna9
IFNA14,Ifna9
IFNA17,Ifna9
IFNA6,Ifna9
IFNA1,Ifna9
IFNA2,Ifna9
IFNA8,Ifna9
IFNA5,Ifna9
IFNA16,Ifna9
IFNA10,Ifna12
IFNA4,Ifna12
IFNA13,Ifna12
IFNA21,Ifna12
IFNA7,Ifna12
IFNA14,Ifna12
IFNA17,Ifna12
IFNA6,Ifna12
IFNA1,Ifna12
IFNA2,Ifna12
IFNA8,Ifna12
IFNA5,Ifna12
IFNA16,Ifna12
CREBRF,Crebrf
PCBD1,Pcbd1
SLC35E2B,Slc35e2
ANGEL2,Angel2
BATF2,Batf2
SGPL1,Sgpl1
LMOD2,Lmod2
FBP1,Fbp1
ENTPD5,Entpd5
CFAP20,Cfap20
IQCB1,Iqcb1
CCDC88B,Ccdc88b
MYH7,Myh7
MRNIP,Mrnip
WFS1,Wfs1
AOPEP,Aopep
OR2J3,Olfr137
OR2J1,Olfr137
OR2J2,Olfr137
ASAP3,Asap3
TRIM16,Trim16
BNIP1,Bnip1
COL4A2,Col4a2
SRRD,Srrd
ERMARD,Ermard
DHX8,Dhx8
SUCO,Suco
PRAMEF20,Pramel32
PRAMEF10,Pramel32
PRAMEF12,Pramel32
PRAMEF26,Pramel32
PRAMEF18,Pramel32
PRAMEF14,Pramel32
PRAMEF9,Pramel32
PRAMEF1,Pramel32
PRAMEF4,Pramel32
PRAMEF33,Pramel32
PRAMEF17,Pramel32
PRAMEF15,Pramel32
PRAMEF25,Pramel32
PRAMEF6,Pramel32
PRAMEF13,Pramel32
PRAMEF2,Pramel32
PRAMEF27,Pramel32
PRAMEF5,Pramel32
PRAMEF11,Pramel32
PRAMEF8,Pramel32
PRAMEF19,Pramel32
PRAMEF7,Pramel32
GOLGB1,Golgb1
DDX47,Ddx47
HPS4,Hps4
RELB,Relb
UTRN,Utrn
IFNA10,Ifna13
IFNA4,Ifna13
IFNA13,Ifna13
IFNA21,Ifna13
IFNA7,Ifna13
IFNA14,Ifna13
IFNA17,Ifna13
IFNA6,Ifna13
IFNA1,Ifna13
IFNA2,Ifna13
IFNA8,Ifna13
IFNA5,Ifna13
IFNA16,Ifna13
IFNA10,Ifna16
IFNA4,Ifna16
IFNA13,Ifna16
IFNA21,Ifna16
IFNA7,Ifna16
IFNA14,Ifna16
IFNA17,Ifna16
IFNA6,Ifna16
IFNA1,Ifna16
IFNA2,Ifna16
IFNA8,Ifna16
IFNA5,Ifna16
IFNA16,Ifna16
IFNA10,Ifna2
IFNA4,Ifna2
IFNA13,Ifna2
IFNA21,Ifna2
IFNA7,Ifna2
IFNA14,Ifna2
IFNA17,Ifna2
IFNA6,Ifna2
IFNA1,Ifna2
IFNA2,Ifna2
IFNA8,Ifna2
IFNA5,Ifna2
IFNA16,Ifna2
IFNA10,Ifnab
IFNA4,Ifnab
IFNA13,Ifnab
IFNA21,Ifnab
IFNA7,Ifnab
IFNA14,Ifnab
IFNA17,Ifnab
IFNA6,Ifnab
IFNA1,Ifnab
IFNA2,Ifnab
IFNA8,Ifnab
IFNA5,Ifnab
IFNA16,Ifnab
TCEA3,Tcea3
PRDX5,Prdx5
HCLS1,Hcls1
NKX2-5,Nkx2-5
FAM227A,Fam227a
BBOF1,Bbof1
RAB20,Rab20
ALDOC,Aldoc
KLHL9,Klhl9
CALR3,Calr3
HECTD3,Hectd3
RNF113A,Rnf113a2
LARP6,Larp6
DLL1,Dll1
ALDH6A1,Aldh6a1
JAKMIP1,Jakmip1
ARMC8,Armc8
VASH2,Vash2
FBXO40,Fbxo40
GPRC5A,Gprc5a
TRMT112,Trmt112
VSX2,Vsx2
KIFC1,Kifc5b
IRF3,Irf3
MIR208B,Mir208b
GPRC5D,Gprc5d
UNC5D,Unc5d
AATK,Aatk
POLQ,Polq
HEBP1,Hebp1
NGDN,Ngdn
C1orf105,4930558K02Rik
ESRRA,Esrra
WASL,Wasl
PIGC,Pigc
ABCD4,Abcd4
,
CBY1,Cby1
FAM120B,Fam120b
CATSPERZ,Catsperz
TOMM22,Tomm22
FLVCR1,Flvcr1
ZNF436,Zfp46
ASPHD2,Asphd2
JOSD1,Josd1
KCNK4,Kcnk4
DBR1,Dbr1
GTPBP1,Gtpbp1
ZFHX2,Zfhx2
C4orf50,Gm1043
SPATA45,Spata45
PSMB1,Psmb1
CLPTM1,Clptm1
MFSD4A,Mfsd4a
CD36,Cd36
CYP26B1,Cyp26b1
GPR137,Gpr137
EIF2B3,Eif2b3
THTPA,Thtpa
ATP6AP2,Atp6ap2
LIN52,Lin52
PGK2,Pgk2
LTBP1,Ltbp1
C19orf44,1700030K09Rik
FANCC,Fancc
DICER1,Dicer1
A4GNT,A4gnt
CXorf38,1810030O07Rik
HYAL4,Hyal4
APOC4-APOC2,Apoc2
APOC2,Apoc2
UACA,Uaca
RNU6-583P,Gm22335
RNU6-833P,Gm22335
RNU6-369P,Gm22335
SPAM1,Spam1
IFNA10,Ifna7
IFNA4,Ifna7
IFNA13,Ifna7
IFNA21,Ifna7
IFNA7,Ifna7
IFNA14,Ifna7
IFNA17,Ifna7
IFNA6,Ifna7
IFNA1,Ifna7
IFNA2,Ifna7
IFNA8,Ifna7
IFNA5,Ifna7
IFNA16,Ifna7
DUSP26,Dusp26
MAP3K12,Map3k12
STXBP5L,Stxbp5l
IFNA10,Ifna11
IFNA4,Ifna11
IFNA13,Ifna11
IFNA21,Ifna11
IFNA7,Ifna11
IFNA14,Ifna11
IFNA17,Ifna11
IFNA6,Ifna11
IFNA1,Ifna11
IFNA2,Ifna11
IFNA8,Ifna11
IFNA5,Ifna11
IFNA16,Ifna11
APOC4-APOC2,Apoc2l
APOC2,Apoc2l
IFNA10,Ifna6
IFNA4,Ifna6
IFNA13,Ifna6
IFNA21,Ifna6
IFNA7,Ifna6
IFNA14,Ifna6
IFNA17,Ifna6
IFNA6,Ifna6
IFNA1,Ifna6
IFNA2,Ifna6
IFNA8,Ifna6
IFNA5,Ifna6
IFNA16,Ifna6
STX11,Stx11
IFNA10,Ifna5
IFNA4,Ifna5
IFNA13,Ifna5
IFNA21,Ifna5
IFNA7,Ifna5
IFNA14,Ifna5
IFNA17,Ifna5
